File accession	File format	File type	File format type	Output type	File assembly	Experiment accession	Assay	Donor(s)	Biosample term id	Biosample term name	Biosample type	Biosample organism	Biosample treatments	Biosample treatments amount	Biosample treatments duration	Biosample genetic modifications methods	Biosample genetic modifications categories	Biosample genetic modifications targets	Biosample genetic modifications gene targets	Biosample genetic modifications site coordinates	Biosample genetic modifications zygosity	Experiment target	Library made from	Library depleted in	Library extraction method	Library lysis method	Library crosslinking method	Library strand specific	Experiment date released	Project	RBNS protein concentration	Library fragmentation method	Library size range	Biological replicate(s)	Technical replicate(s)	Read length	Mapped read length	Run type	Paired end	Paired with	Index of	Derived from	Size	Lab	md5sum	dbxrefs	File download URL	Genome annotation	Platform	Controlled by	File Status	s3_uri	Azure URL	File analysis title	File analysis status	Audit WARNING	Audit NOT_COMPLIANT	Audit ERROR
ENCFF339FHC	tar	tar		differential splicing quantifications	hg19	ENCSR185JGT	shRNA RNA-seq	/human-donors/ENCDO000AAC/	EFO:0001187	HepG2	cell line	Homo sapiens				RNAi	interference	{'schema_version': '14', 'aliases': [], 'organism': {'schema_version': '6', '@type': ['Organism', 'Item'], 'name': 'human', 'taxon_id': '9606', 'scientific_name': 'Homo sapiens', '@id': '/organisms/human/', 'uuid': '7745b647-ff15-4ff3-9ced-b897d4e2983c', 'status': 'released'}, 'genes': ['/genes/79811/'], '@type': ['Target', 'Item'], 'name': 'SLTM-human', 'label': 'SLTM', '@id': '/targets/SLTM-human/', 'title': 'SLTM (Homo sapiens)', 'investigated_as': ['RNA binding protein'], 'uuid': 'aca033ff-064e-4f6f-a0fd-a2148b333e7b', 'status': 'released'}				SLTM-human	polyadenylated mRNA		Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)			reverse	2014-11-20	ENCODE		chemical (Illumina TruSeq)	>200	1, 2	1_1, 2_1							/files/ENCFF077NLP/, /files/ENCFF899LRG/, /files/ENCFF499UUZ/, /files/ENCFF326XKY/	3050746	Brenton Graveley, UConn	6a9799572c34c363f23d547a359523b0		https://www.encodeproject.org/files/ENCFF339FHC/@@download/ENCFF339FHC.tar.gz	V19			released	s3://encode-public/2019/11/13/71ff2abf-998b-488c-85a0-690a8f9e2c18/ENCFF339FHC.tar.gz	https://datasetencode.blob.core.windows.net/dataset/2019/11/13/71ff2abf-998b-488c-85a0-690a8f9e2c18/ENCFF339FHC.tar.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	Lab custom hg19 V19	released	missing biosample characterization		
ENCFF266CFG	tar	tar		differential splicing quantifications	hg19	ENCSR308IKH	shRNA RNA-seq	/human-donors/ENCDO000AAC/	EFO:0001187	HepG2	cell line	Homo sapiens				RNAi	interference	{'schema_version': '14', 'aliases': [], 'organism': {'schema_version': '6', '@type': ['Organism', 'Item'], 'name': 'human', 'taxon_id': '9606', 'scientific_name': 'Homo sapiens', '@id': '/organisms/human/', 'uuid': '7745b647-ff15-4ff3-9ced-b897d4e2983c', 'status': 'released'}, 'genes': ['/genes/3192/'], '@type': ['Target', 'Item'], 'name': 'HNRNPU-human', 'label': 'HNRNPU', '@id': '/targets/HNRNPU-human/', 'title': 'HNRNPU (Homo sapiens)', 'investigated_as': ['RNA binding protein'], 'uuid': '8a999094-69f4-4b72-977d-dfa2a3bf2bc5', 'status': 'released'}				HNRNPU-human	polyadenylated mRNA		Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)			reverse	2015-08-18	ENCODE		chemical (Illumina TruSeq)	>200	1, 2	1_1, 2_1							/files/ENCFF935RCR/, /files/ENCFF556EJB/, /files/ENCFF460AAE/, /files/ENCFF058QDT/	3955456	Brenton Graveley, UConn	72bda4f52e5367529f04f21d33494c53		https://www.encodeproject.org/files/ENCFF266CFG/@@download/ENCFF266CFG.tar.gz	V19			released	s3://encode-public/2019/11/13/14755c48-a091-401d-8d97-cb25a1dfae11/ENCFF266CFG.tar.gz	https://datasetencode.blob.core.windows.net/dataset/2019/11/13/14755c48-a091-401d-8d97-cb25a1dfae11/ENCFF266CFG.tar.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	Lab custom hg19 V19	released	missing biosample characterization		
ENCFF066JDA	tar	tar		differential splicing quantifications	hg19	ENCSR308IKH	shRNA RNA-seq	/human-donors/ENCDO000AAC/	EFO:0001187	HepG2	cell line	Homo sapiens				RNAi	interference	{'schema_version': '14', 'aliases': [], 'organism': {'schema_version': '6', '@type': ['Organism', 'Item'], 'name': 'human', 'taxon_id': '9606', 'scientific_name': 'Homo sapiens', '@id': '/organisms/human/', 'uuid': '7745b647-ff15-4ff3-9ced-b897d4e2983c', 'status': 'released'}, 'genes': ['/genes/3192/'], '@type': ['Target', 'Item'], 'name': 'HNRNPU-human', 'label': 'HNRNPU', '@id': '/targets/HNRNPU-human/', 'title': 'HNRNPU (Homo sapiens)', 'investigated_as': ['RNA binding protein'], 'uuid': '8a999094-69f4-4b72-977d-dfa2a3bf2bc5', 'status': 'released'}				HNRNPU-human	polyadenylated mRNA		Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)			reverse	2015-08-18	ENCODE		chemical (Illumina TruSeq)	>200	1, 2	1_1, 2_1							/files/ENCFF935RCR/, /files/ENCFF556EJB/, /files/ENCFF460AAE/, /files/ENCFF058QDT/	3264268	Brenton Graveley, UConn	399e211fe76017c98da4f16ba1d7b57a		https://www.encodeproject.org/files/ENCFF066JDA/@@download/ENCFF066JDA.tar.gz	V19			released	s3://encode-public/2019/11/13/d19f4c15-01f3-4a1b-b28d-d9f6a538ca8d/ENCFF066JDA.tar.gz	https://datasetencode.blob.core.windows.net/dataset/2019/11/13/d19f4c15-01f3-4a1b-b28d-d9f6a538ca8d/ENCFF066JDA.tar.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	Lab custom hg19 V19	released	missing biosample characterization		
ENCFF074ZOP	tar	tar		differential splicing quantifications	hg19	ENCSR308IKH	shRNA RNA-seq	/human-donors/ENCDO000AAC/	EFO:0001187	HepG2	cell line	Homo sapiens				RNAi	interference	{'schema_version': '14', 'aliases': [], 'organism': {'schema_version': '6', '@type': ['Organism', 'Item'], 'name': 'human', 'taxon_id': '9606', 'scientific_name': 'Homo sapiens', '@id': '/organisms/human/', 'uuid': '7745b647-ff15-4ff3-9ced-b897d4e2983c', 'status': 'released'}, 'genes': ['/genes/3192/'], '@type': ['Target', 'Item'], 'name': 'HNRNPU-human', 'label': 'HNRNPU', '@id': '/targets/HNRNPU-human/', 'title': 'HNRNPU (Homo sapiens)', 'investigated_as': ['RNA binding protein'], 'uuid': '8a999094-69f4-4b72-977d-dfa2a3bf2bc5', 'status': 'released'}				HNRNPU-human	polyadenylated mRNA		Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)			reverse	2015-08-18	ENCODE		chemical (Illumina TruSeq)	>200	1, 2	1_1, 2_1							/files/ENCFF935RCR/, /files/ENCFF556EJB/, /files/ENCFF460AAE/, /files/ENCFF058QDT/	15918036	Brenton Graveley, UConn	3cdb42ea775f7f118f23214c2afac04d		https://www.encodeproject.org/files/ENCFF074ZOP/@@download/ENCFF074ZOP.tar.gz	V19			released	s3://encode-public/2019/11/13/d08e531f-c265-4e9e-8af8-6268fe2d6602/ENCFF074ZOP.tar.gz	https://datasetencode.blob.core.windows.net/dataset/2019/11/13/d08e531f-c265-4e9e-8af8-6268fe2d6602/ENCFF074ZOP.tar.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	Lab custom hg19 V19	released	missing biosample characterization		
ENCFF417EPN	tar	tar		differential splicing quantifications	hg19	ENCSR232XRZ	shRNA RNA-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens				RNAi	interference	{'schema_version': '14', 'aliases': [], 'organism': {'schema_version': '6', '@type': ['Organism', 'Item'], 'name': 'human', 'taxon_id': '9606', 'scientific_name': 'Homo sapiens', '@id': '/organisms/human/', 'uuid': '7745b647-ff15-4ff3-9ced-b897d4e2983c', 'status': 'released'}, 'genes': ['/genes/27044/'], '@type': ['Target', 'Item'], 'name': 'SND1-human', 'label': 'SND1', '@id': '/targets/SND1-human/', 'title': 'SND1 (Homo sapiens)', 'investigated_as': ['RNA binding protein'], 'uuid': 'b90f1ff4-2201-433c-b8dc-d70a53e75c91', 'status': 'released'}				SND1-human	polyadenylated mRNA		Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)			reverse	2014-11-20	ENCODE		chemical (Illumina TruSeq)	>200	1, 2	1_1, 2_1							/files/ENCFF422SED/, /files/ENCFF774LJE/, /files/ENCFF178NNK/, /files/ENCFF098BEA/	13455550	Brenton Graveley, UConn	0c19a982eb537f2958f3c6e9b8dc6475		https://www.encodeproject.org/files/ENCFF417EPN/@@download/ENCFF417EPN.tar.gz	V19			released	s3://encode-public/2019/11/13/b022e49c-cafc-487d-9845-ef1e9870fbbe/ENCFF417EPN.tar.gz	https://datasetencode.blob.core.windows.net/dataset/2019/11/13/b022e49c-cafc-487d-9845-ef1e9870fbbe/ENCFF417EPN.tar.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	Lab custom hg19 V19	released	missing biosample characterization		
ENCFF202NVK	tar	tar		differential splicing quantifications	hg19	ENCSR232XRZ	shRNA RNA-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens				RNAi	interference	{'schema_version': '14', 'aliases': [], 'organism': {'schema_version': '6', '@type': ['Organism', 'Item'], 'name': 'human', 'taxon_id': '9606', 'scientific_name': 'Homo sapiens', '@id': '/organisms/human/', 'uuid': '7745b647-ff15-4ff3-9ced-b897d4e2983c', 'status': 'released'}, 'genes': ['/genes/27044/'], '@type': ['Target', 'Item'], 'name': 'SND1-human', 'label': 'SND1', '@id': '/targets/SND1-human/', 'title': 'SND1 (Homo sapiens)', 'investigated_as': ['RNA binding protein'], 'uuid': 'b90f1ff4-2201-433c-b8dc-d70a53e75c91', 'status': 'released'}				SND1-human	polyadenylated mRNA		Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)			reverse	2014-11-20	ENCODE		chemical (Illumina TruSeq)	>200	1, 2	1_1, 2_1							/files/ENCFF422SED/, /files/ENCFF774LJE/, /files/ENCFF178NNK/, /files/ENCFF098BEA/	3389504	Brenton Graveley, UConn	8b1a9d2c75d7f6839945563cedd9f3fc		https://www.encodeproject.org/files/ENCFF202NVK/@@download/ENCFF202NVK.tar.gz	V19			released	s3://encode-public/2019/11/13/0ad1e34f-4970-4bf8-b6ca-ead01f115e0a/ENCFF202NVK.tar.gz	https://datasetencode.blob.core.windows.net/dataset/2019/11/13/0ad1e34f-4970-4bf8-b6ca-ead01f115e0a/ENCFF202NVK.tar.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	Lab custom hg19 V19	released	missing biosample characterization		
ENCFF225AVL	tar	tar		differential splicing quantifications	hg19	ENCSR232XRZ	shRNA RNA-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens				RNAi	interference	{'schema_version': '14', 'aliases': [], 'organism': {'schema_version': '6', '@type': ['Organism', 'Item'], 'name': 'human', 'taxon_id': '9606', 'scientific_name': 'Homo sapiens', '@id': '/organisms/human/', 'uuid': '7745b647-ff15-4ff3-9ced-b897d4e2983c', 'status': 'released'}, 'genes': ['/genes/27044/'], '@type': ['Target', 'Item'], 'name': 'SND1-human', 'label': 'SND1', '@id': '/targets/SND1-human/', 'title': 'SND1 (Homo sapiens)', 'investigated_as': ['RNA binding protein'], 'uuid': 'b90f1ff4-2201-433c-b8dc-d70a53e75c91', 'status': 'released'}				SND1-human	polyadenylated mRNA		Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)			reverse	2014-11-20	ENCODE		chemical (Illumina TruSeq)	>200	1, 2	1_1, 2_1							/files/ENCFF422SED/, /files/ENCFF774LJE/, /files/ENCFF178NNK/, /files/ENCFF098BEA/	3034441	Brenton Graveley, UConn	f62ec6030bbe7d52749a15e5757f5088		https://www.encodeproject.org/files/ENCFF225AVL/@@download/ENCFF225AVL.tar.gz	V19			released	s3://encode-public/2019/11/13/a9496d9d-15ab-4c2b-9b28-9064100c3ed1/ENCFF225AVL.tar.gz	https://datasetencode.blob.core.windows.net/dataset/2019/11/13/a9496d9d-15ab-4c2b-9b28-9064100c3ed1/ENCFF225AVL.tar.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	Lab custom hg19 V19	released	missing biosample characterization		
ENCFF172APM	tar	tar		differential splicing quantifications	hg19	ENCSR837QDN	shRNA RNA-seq	/human-donors/ENCDO000AAC/	EFO:0001187	HepG2	cell line	Homo sapiens				RNAi	interference	{'schema_version': '14', 'aliases': [], 'organism': {'schema_version': '6', '@type': ['Organism', 'Item'], 'name': 'human', 'taxon_id': '9606', 'scientific_name': 'Homo sapiens', '@id': '/organisms/human/', 'uuid': '7745b647-ff15-4ff3-9ced-b897d4e2983c', 'status': 'released'}, 'genes': ['/genes/10147/'], '@type': ['Target', 'Item'], 'name': 'SUGP2-human', 'label': 'SUGP2', '@id': '/targets/SUGP2-human/', 'title': 'SUGP2 (Homo sapiens)', 'investigated_as': ['RNA binding protein'], 'uuid': '974cfe75-13c5-4561-a4f5-ebbede185edb', 'status': 'released'}				SUGP2-human	polyadenylated mRNA		Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)			reverse	2016-02-11	ENCODE		chemical (Illumina TruSeq)	>200	1, 2	1_1, 2_1							/files/ENCFF716BPQ/, /files/ENCFF384IPG/, /files/ENCFF975SQY/, /files/ENCFF776ARB/	3640226	Brenton Graveley, UConn	9f1371918ad3666471c38f720f6c631b		https://www.encodeproject.org/files/ENCFF172APM/@@download/ENCFF172APM.tar.gz	V19			released	s3://encode-public/2019/11/13/e7814ea2-c6b9-4da9-a78b-9fc81371ab3c/ENCFF172APM.tar.gz	https://datasetencode.blob.core.windows.net/dataset/2019/11/13/e7814ea2-c6b9-4da9-a78b-9fc81371ab3c/ENCFF172APM.tar.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	Lab custom hg19 V19	released	missing biosample characterization		
ENCFF330WPX	tar	tar		differential splicing quantifications	hg19	ENCSR837QDN	shRNA RNA-seq	/human-donors/ENCDO000AAC/	EFO:0001187	HepG2	cell line	Homo sapiens				RNAi	interference	{'schema_version': '14', 'aliases': [], 'organism': {'schema_version': '6', '@type': ['Organism', 'Item'], 'name': 'human', 'taxon_id': '9606', 'scientific_name': 'Homo sapiens', '@id': '/organisms/human/', 'uuid': '7745b647-ff15-4ff3-9ced-b897d4e2983c', 'status': 'released'}, 'genes': ['/genes/10147/'], '@type': ['Target', 'Item'], 'name': 'SUGP2-human', 'label': 'SUGP2', '@id': '/targets/SUGP2-human/', 'title': 'SUGP2 (Homo sapiens)', 'investigated_as': ['RNA binding protein'], 'uuid': '974cfe75-13c5-4561-a4f5-ebbede185edb', 'status': 'released'}				SUGP2-human	polyadenylated mRNA		Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)			reverse	2016-02-11	ENCODE		chemical (Illumina TruSeq)	>200	1, 2	1_1, 2_1							/files/ENCFF716BPQ/, /files/ENCFF384IPG/, /files/ENCFF975SQY/, /files/ENCFF776ARB/	17344297	Brenton Graveley, UConn	00a2bfdece8b966a43e40792afe4f67c		https://www.encodeproject.org/files/ENCFF330WPX/@@download/ENCFF330WPX.tar.gz	V19			released	s3://encode-public/2019/11/13/6f65a487-ecde-4016-a88c-e5a67ba68ae5/ENCFF330WPX.tar.gz	https://datasetencode.blob.core.windows.net/dataset/2019/11/13/6f65a487-ecde-4016-a88c-e5a67ba68ae5/ENCFF330WPX.tar.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	Lab custom hg19 V19	released	missing biosample characterization		
ENCFF651MFV	tar	tar		differential splicing quantifications	hg19	ENCSR837QDN	shRNA RNA-seq	/human-donors/ENCDO000AAC/	EFO:0001187	HepG2	cell line	Homo sapiens				RNAi	interference	{'schema_version': '14', 'aliases': [], 'organism': {'schema_version': '6', '@type': ['Organism', 'Item'], 'name': 'human', 'taxon_id': '9606', 'scientific_name': 'Homo sapiens', '@id': '/organisms/human/', 'uuid': '7745b647-ff15-4ff3-9ced-b897d4e2983c', 'status': 'released'}, 'genes': ['/genes/10147/'], '@type': ['Target', 'Item'], 'name': 'SUGP2-human', 'label': 'SUGP2', '@id': '/targets/SUGP2-human/', 'title': 'SUGP2 (Homo sapiens)', 'investigated_as': ['RNA binding protein'], 'uuid': '974cfe75-13c5-4561-a4f5-ebbede185edb', 'status': 'released'}				SUGP2-human	polyadenylated mRNA		Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)			reverse	2016-02-11	ENCODE		chemical (Illumina TruSeq)	>200	1, 2	1_1, 2_1							/files/ENCFF716BPQ/, /files/ENCFF384IPG/, /files/ENCFF975SQY/, /files/ENCFF776ARB/	4378084	Brenton Graveley, UConn	03d342ce00f782e1d8118af86bd55afe		https://www.encodeproject.org/files/ENCFF651MFV/@@download/ENCFF651MFV.tar.gz	V19			released	s3://encode-public/2019/11/13/e30617df-8b71-44fe-ac72-4532f8e141ba/ENCFF651MFV.tar.gz	https://datasetencode.blob.core.windows.net/dataset/2019/11/13/e30617df-8b71-44fe-ac72-4532f8e141ba/ENCFF651MFV.tar.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	Lab custom hg19 V19	released	missing biosample characterization		
ENCFF630TVO	tar	tar		differential splicing quantifications	hg19	ENCSR009PPI	shRNA RNA-seq	/human-donors/ENCDO000AAC/	EFO:0001187	HepG2	cell line	Homo sapiens				RNAi	interference	{'schema_version': '14', 'aliases': [], 'organism': {'schema_version': '6', '@type': ['Organism', 'Item'], 'name': 'human', 'taxon_id': '9606', 'scientific_name': 'Homo sapiens', '@id': '/organisms/human/', 'uuid': '7745b647-ff15-4ff3-9ced-b897d4e2983c', 'status': 'released'}, 'genes': ['/genes/8087/'], '@type': ['Target', 'Item'], 'name': 'FXR1-human', 'label': 'FXR1', '@id': '/targets/FXR1-human/', 'title': 'FXR1 (Homo sapiens)', 'investigated_as': ['RNA binding protein'], 'uuid': '82579397-240e-46ff-be25-4310455947ef', 'status': 'released'}				FXR1-human	polyadenylated mRNA		Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)			reverse	2014-10-16	ENCODE		chemical (Illumina TruSeq)	>200	1, 2	1_1, 2_1							/files/ENCFF569MFV/, /files/ENCFF865GTN/, /files/ENCFF857QSU/, /files/ENCFF052HTH/	3661835	Brenton Graveley, UConn	e958ed78be6229c09f56c3e633655eb2		https://www.encodeproject.org/files/ENCFF630TVO/@@download/ENCFF630TVO.tar.gz	V19			released	s3://encode-public/2019/11/13/b52ea895-1f5c-45fa-b77f-05a16ce06cf0/ENCFF630TVO.tar.gz	https://datasetencode.blob.core.windows.net/dataset/2019/11/13/b52ea895-1f5c-45fa-b77f-05a16ce06cf0/ENCFF630TVO.tar.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	Lab custom hg19 V19	released	missing biosample characterization		
ENCFF368TDA	tar	tar		differential splicing quantifications	hg19	ENCSR009PPI	shRNA RNA-seq	/human-donors/ENCDO000AAC/	EFO:0001187	HepG2	cell line	Homo sapiens				RNAi	interference	{'schema_version': '14', 'aliases': [], 'organism': {'schema_version': '6', '@type': ['Organism', 'Item'], 'name': 'human', 'taxon_id': '9606', 'scientific_name': 'Homo sapiens', '@id': '/organisms/human/', 'uuid': '7745b647-ff15-4ff3-9ced-b897d4e2983c', 'status': 'released'}, 'genes': ['/genes/8087/'], '@type': ['Target', 'Item'], 'name': 'FXR1-human', 'label': 'FXR1', '@id': '/targets/FXR1-human/', 'title': 'FXR1 (Homo sapiens)', 'investigated_as': ['RNA binding protein'], 'uuid': '82579397-240e-46ff-be25-4310455947ef', 'status': 'released'}				FXR1-human	polyadenylated mRNA		Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)			reverse	2014-10-16	ENCODE		chemical (Illumina TruSeq)	>200	1, 2	1_1, 2_1							/files/ENCFF569MFV/, /files/ENCFF865GTN/, /files/ENCFF857QSU/, /files/ENCFF052HTH/	17791243	Brenton Graveley, UConn	7279207c2747c826483bec35ae4dcd41		https://www.encodeproject.org/files/ENCFF368TDA/@@download/ENCFF368TDA.tar.gz	V19			released	s3://encode-public/2019/11/13/260fcd5a-57d5-4a60-907f-040d3865d03b/ENCFF368TDA.tar.gz	https://datasetencode.blob.core.windows.net/dataset/2019/11/13/260fcd5a-57d5-4a60-907f-040d3865d03b/ENCFF368TDA.tar.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	Lab custom hg19 V19	released	missing biosample characterization		
ENCFF964FUX	tar	tar		differential splicing quantifications	hg19	ENCSR009PPI	shRNA RNA-seq	/human-donors/ENCDO000AAC/	EFO:0001187	HepG2	cell line	Homo sapiens				RNAi	interference	{'schema_version': '14', 'aliases': [], 'organism': {'schema_version': '6', '@type': ['Organism', 'Item'], 'name': 'human', 'taxon_id': '9606', 'scientific_name': 'Homo sapiens', '@id': '/organisms/human/', 'uuid': '7745b647-ff15-4ff3-9ced-b897d4e2983c', 'status': 'released'}, 'genes': ['/genes/8087/'], '@type': ['Target', 'Item'], 'name': 'FXR1-human', 'label': 'FXR1', '@id': '/targets/FXR1-human/', 'title': 'FXR1 (Homo sapiens)', 'investigated_as': ['RNA binding protein'], 'uuid': '82579397-240e-46ff-be25-4310455947ef', 'status': 'released'}				FXR1-human	polyadenylated mRNA		Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)			reverse	2014-10-16	ENCODE		chemical (Illumina TruSeq)	>200	1, 2	1_1, 2_1							/files/ENCFF569MFV/, /files/ENCFF865GTN/, /files/ENCFF857QSU/, /files/ENCFF052HTH/	4404973	Brenton Graveley, UConn	4cb5e8b5d755fb907de72b6b702b5432		https://www.encodeproject.org/files/ENCFF964FUX/@@download/ENCFF964FUX.tar.gz	V19			released	s3://encode-public/2019/11/13/5c8fa5cd-2d1e-4b56-bb47-6b39f4571d35/ENCFF964FUX.tar.gz	https://datasetencode.blob.core.windows.net/dataset/2019/11/13/5c8fa5cd-2d1e-4b56-bb47-6b39f4571d35/ENCFF964FUX.tar.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	Lab custom hg19 V19	released	missing biosample characterization		
ENCFF589KQV	tar	tar		differential splicing quantifications	hg19	ENCSR028ITN	shRNA RNA-seq	/human-donors/ENCDO000AAC/	EFO:0001187	HepG2	cell line	Homo sapiens				RNAi	interference	{'schema_version': '14', 'aliases': [], 'organism': {'schema_version': '6', '@type': ['Organism', 'Item'], 'name': 'human', 'taxon_id': '9606', 'scientific_name': 'Homo sapiens', '@id': '/organisms/human/', 'uuid': '7745b647-ff15-4ff3-9ced-b897d4e2983c', 'status': 'released'}, 'genes': ['/genes/5094/'], '@type': ['Target', 'Item'], 'name': 'PCBP2-human', 'label': 'PCBP2', '@id': '/targets/PCBP2-human/', 'title': 'PCBP2 (Homo sapiens)', 'investigated_as': ['RNA binding protein'], 'uuid': '9b55e1be-4ea5-4398-b6d2-e59f7ccb9318', 'status': 'released'}				PCBP2-human	polyadenylated mRNA		Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)			reverse	2014-11-20	ENCODE		chemical (Illumina TruSeq)	>200	1, 2	1_1, 2_1							/files/ENCFF979AOI/, /files/ENCFF918BEM/, /files/ENCFF499UUZ/, /files/ENCFF326XKY/	4095620	Brenton Graveley, UConn	7815d970f8ad3df96c71d65488829641		https://www.encodeproject.org/files/ENCFF589KQV/@@download/ENCFF589KQV.tar.gz	V19			released	s3://encode-public/2019/11/13/4f095fc8-3069-4d74-b08e-9fc3d30b5c24/ENCFF589KQV.tar.gz	https://datasetencode.blob.core.windows.net/dataset/2019/11/13/4f095fc8-3069-4d74-b08e-9fc3d30b5c24/ENCFF589KQV.tar.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	Lab custom hg19 V19	released	missing biosample characterization		
ENCFF287SPW	tar	tar		differential splicing quantifications	hg19	ENCSR028ITN	shRNA RNA-seq	/human-donors/ENCDO000AAC/	EFO:0001187	HepG2	cell line	Homo sapiens				RNAi	interference	{'schema_version': '14', 'aliases': [], 'organism': {'schema_version': '6', '@type': ['Organism', 'Item'], 'name': 'human', 'taxon_id': '9606', 'scientific_name': 'Homo sapiens', '@id': '/organisms/human/', 'uuid': '7745b647-ff15-4ff3-9ced-b897d4e2983c', 'status': 'released'}, 'genes': ['/genes/5094/'], '@type': ['Target', 'Item'], 'name': 'PCBP2-human', 'label': 'PCBP2', '@id': '/targets/PCBP2-human/', 'title': 'PCBP2 (Homo sapiens)', 'investigated_as': ['RNA binding protein'], 'uuid': '9b55e1be-4ea5-4398-b6d2-e59f7ccb9318', 'status': 'released'}				PCBP2-human	polyadenylated mRNA		Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)			reverse	2014-11-20	ENCODE		chemical (Illumina TruSeq)	>200	1, 2	1_1, 2_1							/files/ENCFF979AOI/, /files/ENCFF918BEM/, /files/ENCFF499UUZ/, /files/ENCFF326XKY/	3341736	Brenton Graveley, UConn	2d01a865b09d878748ab73e652ba34f1		https://www.encodeproject.org/files/ENCFF287SPW/@@download/ENCFF287SPW.tar.gz	V19			released	s3://encode-public/2019/11/13/143483bc-29b8-44ed-b986-92d2c23f5382/ENCFF287SPW.tar.gz	https://datasetencode.blob.core.windows.net/dataset/2019/11/13/143483bc-29b8-44ed-b986-92d2c23f5382/ENCFF287SPW.tar.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	Lab custom hg19 V19	released	missing biosample characterization		
